text,length,word_count,has_emoji,all_caps,insult,threat,identity_hate,gender,religion,ethnicity
heretic,7,1,0,0,0,0,0,0,1,0
I know where you live Sleep with one eye open,45,10,0,0,0,1,0,0,0,0
failure 🤡,9,2,1,0,1,0,0,0,0,0
Typical behavior for your gender whore,38,6,0,0,0,0,0,1,0,0
immigrant trash 😭,17,3,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
cultist 😂,9,2,1,0,0,0,0,0,1,0
Your god is fake 💩,18,5,1,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
failure,7,1,0,0,1,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
whore slut,10,2,0,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Sleep with one eye open 🖕,25,6,1,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
I'll ruin your life 🤡,21,5,1,0,0,1,0,0,0,0
Go back to your country 💩,25,6,1,0,0,0,0,0,0,1
Religious terrorists 🤡,22,3,1,0,0,0,0,0,1,0
whore,5,1,0,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Make me a sandwich 😂,20,5,1,0,0,0,0,1,0,0
whore Typical behavior for your gender,38,6,0,0,0,0,0,1,0,0
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
slut,4,1,0,0,0,0,0,1,0,0
whore Make me a sandwich 🖕,26,6,1,0,0,0,0,1,0,0
Go back to your country 😂,25,6,1,0,0,0,0,0,0,1
People like you should be banned,32,6,0,0,0,0,1,0,0,0
Make me a sandwich whore,24,5,0,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
kill yourself 💩,15,3,1,0,0,1,0,0,0,0
immigrant trash 😭,17,3,1,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
subhuman vermin 🖕,17,3,1,0,0,0,1,0,0,0
I'll ruin your life Sleep with one eye open,43,9,0,0,0,1,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
Religious terrorists,20,2,0,0,0,0,0,0,1,0
Sleep with one eye open kill yourself 🖕,39,8,1,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Religious terrorists Your god is fake,37,6,0,0,0,0,0,0,1,0
Make me a sandwich Typical behavior for your gender,51,9,0,0,0,0,0,1,0,0
I know where y1u live k!ll yourself,35,7,0,0,0,1,0,0,0,0
Go back to where you came from 🤡,32,8,1,0,0,0,1,0,0,0
heretic 😂,9,2,1,0,0,0,0,0,1,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Your god is fake 💩,18,5,1,0,0,0,0,0,1,0
I know where you live,21,5,0,0,0,1,0,0,0,0
You're a pathetic loser Braindead moron,39,6,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
clown 🖕,7,2,1,0,1,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
vermin,6,1,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
heretic Religious terrorists 😂,30,4,1,0,0,0,0,0,1,0
Typical behavior for your gend!r slut,37,6,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
clown,5,1,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Sleep with one eye open I'll ruin your life,43,9,0,0,0,1,0,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Go ba?k to where you came from,30,7,0,0,0,0,1,0,0,0
People like you should be banned subhuman,41,7,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country 😭,25,6,1,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Your god is f!ke,16,4,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
subhuman People like you should be banned,41,7,0,0,0,0,1,0,0,0
immigrant t?ash,15,2,0,0,0,0,0,0,0,1
Your god is fake heretic 🤡,26,6,1,0,0,0,0,0,1,0
subhuman 🖕,10,2,1,0,0,0,1,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
kill yourself I'll ruin your life,33,6,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Typical behavior f?r your gender Make me a sand?ich,51,9,0,0,0,0,0,1,0,0
Go back to your country immigrant trash 🖕,41,8,1,0,0,0,0,0,0,1
Your god is fake cultist 😭,26,6,1,0,0,0,0,0,1,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
Sleep with one eye open I know where you live 💩,47,11,1,0,0,1,0,0,0,0
Absolute waste of oxygen,24,4,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
heretic Religious terrorists,28,3,0,0,0,0,0,0,1,0
Go back to your country immigrant trash 😂,41,8,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
vermin 💩,8,2,1,0,0,0,1,0,0,0
You're a pathetic loser 💩,25,5,1,0,1,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
I know where you live,21,5,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
whore,5,1,0,0,0,0,0,1,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
I'll r!in your life 😂,21,5,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country immigrant trash 🖕,41,8,1,0,0,0,0,0,0,1
Religious terrorists cultist,28,3,0,0,0,0,0,0,1,0
Go back to where you came from 🖕,32,8,1,0,0,0,1,0,0,0
Religious terrorists 😭,22,3,1,0,0,0,0,0,1,0
Typical behavior for your gender whore,38,6,0,0,0,0,0,1,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
Typical behavior for your gender whore 💩,40,7,1,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
subhuman 🤡,10,2,1,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Religious terrorists 🖕,22,3,1,0,0,0,0,0,1,0
Braindead moron Absolute waste of oxygen 🤡,42,7,1,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
clown 🤡,7,2,1,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
worthless Braindead moron,25,3,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
slut,4,1,0,0,0,0,0,1,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Y1ur ex1stence is a mistake,27,5,0,0,1,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
Religious terrorists 😭,22,3,1,0,0,0,0,0,1,0
sl?t,4,1,0,0,0,0,0,1,0,0
Sleep with one eye open I'll ruin your life,43,9,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
failure 😂,9,2,1,0,1,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
cultist Religious terrorists,28,3,0,0,0,0,0,0,1,0
subhuman vermin 💩,17,3,1,0,0,0,1,0,0,0
Go back to where y!u came from subhuman,39,8,0,0,0,0,1,0,0,0
immigrant tr1sh,15,2,0,0,0,0,0,0,0,1
Go back to where you came from People like you should be banned 💩,65,14,1,0,0,0,1,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
Go back to your country 💩,25,6,1,0,0,0,0,0,0,1
People like y?u s?ould be banned 🖕,34,7,1,0,0,0,1,0,0,0
Make me a sandwich whore,24,5,0,0,0,0,0,1,0,0
subhuman Go b?ck to where y?u came from 💩,41,9,1,0,0,0,1,0,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
immigrant trash 😭,17,3,1,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
You're a pathetic loser 😂,25,5,1,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
slut Make me a sandwich,23,5,0,0,0,0,0,1,0,0
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
I'!l ruin your l1fe I know where you live 🖕,43,10,1,0,0,1,0,0,0,0
People like you should be banned subhuman 😭,43,8,1,0,0,0,1,0,0,0
ki!l yourself Sl?ep with o!e e!e open 🤡,39,8,1,0,0,1,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
heretic,7,1,0,0,0,0,0,0,1,0
You're a path1tic loser,23,4,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Absolute waste of oxygen failure,32,5,0,0,1,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
subhuman People like you should be banned 😂,43,8,1,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Your existence is a mistake 💩,29,6,1,0,1,0,0,0,0,0
Your existence is a m?stake,27,5,0,0,1,0,0,0,0,0
immigrant trash 🤡,17,3,1,0,0,0,0,0,0,1
I'll ruin your life kill yourself,33,6,0,0,0,1,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
People like you should be banned subhuman,41,7,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
whore,5,1,0,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Absolute waste of oxygen You're a pathetic loser,48,8,0,0,1,0,0,0,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
whore Typical behavior for your gender 😂,40,7,1,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Sleep with one eye open I know where you live 💩,47,11,1,0,0,1,0,0,0,0
heretic 😭,9,2,1,0,0,0,0,0,1,0
heretic 😭,9,2,1,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Sleep with one eye open kill yourself 💩,39,8,1,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
kill yourself I know where you live 🖕,37,8,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Make me a sandwich slut 🤡,25,6,1,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
heretic Religious terrorists,28,3,0,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
kill yourself Sleep with one eye open 🖕,39,8,1,0,0,1,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
heretic Rel1gious terrorists 😭,30,4,1,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
I'll ruin your life kill yourself,33,6,0,0,0,1,0,0,0,0
Absolute waste of oxygen,24,4,0,0,1,0,0,0,0,0
heretic cultist 😭,17,3,1,0,0,0,0,0,1,0
I'll ruin your life Sleep with one eye open 🖕,45,10,1,0,0,1,0,0,0,0
Go back to your country immigrant trash 😂,41,8,1,0,0,0,0,0,0,1
Religious terrorists,20,2,0,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
Your existence is a mistake failure,35,6,0,0,1,0,0,0,0,0
whore 😭,7,2,1,0,0,0,0,1,0,0
Religious terrorists Your god is fake,37,6,0,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
clown,5,1,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash 🤡,17,3,1,0,0,0,0,0,0,1
People like you should be banned 🖕,34,7,1,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
heretic cultist 🤡,17,3,1,0,0,0,0,0,1,0
Go back to where you came from Peop?e like you should be ban?ed 🖕,65,14,1,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Your god is fake cultist,24,5,0,0,0,0,0,0,1,0
whore 😭,7,2,1,0,0,0,0,1,0,0
slut,4,1,0,0,0,0,0,1,0,0
immigrant tr?sh 🤡,17,3,1,0,0,0,0,0,0,1
You're a pathetic loser,23,4,0,0,1,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
Typical behavior for your gender 🤡,34,6,1,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Sleep with o1e eye open,23,5,0,0,0,1,0,0,0,0
I know where you live Sleep with one eye open,45,10,0,0,0,1,0,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Rel!gious terrorists cultist,28,3,0,0,0,0,0,0,1,0
Religious terrorists,20,2,0,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country 😭,25,6,1,0,0,0,0,0,0,1
heretic,7,1,0,0,0,0,0,0,1,0
slut,4,1,0,0,0,0,0,1,0,0
Go back to where you c1me from vermin,37,8,0,0,0,0,1,0,0,0
kill yourself 💩,15,3,1,0,0,1,0,0,0,0
I know where you l1ve S!eep w!th one eye open 🤡,47,11,1,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
You're a pathetic loser Absolute waste of oxygen,48,8,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
vermin Go back to where you came from,37,8,0,0,0,0,1,0,0,0
subhuman 🖕,10,2,1,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
I'll ru1n your life,19,4,0,0,0,1,0,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
k1ll you!self 🖕,15,3,1,0,0,1,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
You'1e a pat!etic loser clo!n,29,5,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
slut Make me a sandwich,23,5,0,0,0,0,0,1,0,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
Go back to where you came from People like you should be banned,63,13,0,0,0,0,1,0,0,0
I'll ruin your life 🤡,21,5,1,0,0,1,0,0,0,0
immi?rant trash,15,2,0,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
You're a pathetic loser Braindead moron,39,6,0,0,1,0,0,0,0,0
vermin,6,1,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go back to where you came from subhuman,39,8,0,0,0,0,1,0,0,0
People like you shou!d be banned Go back to where you came from 😂,65,14,1,0,0,0,1,0,0,0
I'll ruin your life I know where you live,41,9,0,0,0,1,0,0,0,0
immigrant trash 🖕,17,3,1,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
whore 💩,7,2,1,0,0,0,0,1,0,0
You're a pathetic loser,23,4,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
heretic Religious terrorists,28,3,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
People like y?u sho?ld be b!nned,32,6,0,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
I kn?w where you li?e kill yourself,35,7,0,0,0,1,0,0,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
I know where you live 🖕,23,6,1,0,0,1,0,0,0,0
subhuman Go back to where you came from,39,8,0,0,0,0,1,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
immigrant trash Go back to your country 😂,41,8,1,0,0,0,0,0,0,1
Sleep with one eye open I'll ruin your life,43,9,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
I know where you live kill yourself,35,7,0,0,0,1,0,0,0,0
clown,5,1,0,0,1,0,0,0,0,0
cu!tist,7,1,0,0,0,0,0,0,1,0
Absolu?e waste of oxy?en 😂,26,5,1,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
heretic Religious terrorists,28,3,0,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
clown Your existence is a mistake,33,6,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
cultist Religious terrorists,28,3,0,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
I'll ruin your life kill yourself 💩,35,7,1,0,0,1,0,0,0,0
whore Typical behavior for your gender 🤡,40,7,1,0,0,0,0,1,0,0
vermin subhuman,15,2,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
kill yourself Sleep with one eye open 😂,39,8,1,0,0,1,0,0,0,0
s1bhuman Go ba?k to where you came from 🤡,41,9,1,0,0,0,1,0,0,0
Make me a sandwich Typical behavior for your gender 🖕,53,10,1,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Religious terrorists,20,2,0,0,0,0,0,0,1,0
You're a pathetic loser 🖕,25,5,1,0,1,0,0,0,0,0
Sleep with one eye open I'll ruin your life 🤡,45,10,1,0,0,1,0,0,0,0
cultist 💩,9,2,1,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
subhuman 🖕,10,2,1,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
I'll ruin your life kill yourself 😭,35,7,1,0,0,1,0,0,0,0
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
Go back to yo?r country 😂,25,6,1,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
whore Ma1e me a sandwich 🖕,26,6,1,0,0,0,0,1,0,0
Go back to your country 🖕,25,6,1,0,0,0,0,0,0,1
Sleep with one eye open I know where you live 💩,47,11,1,0,0,1,0,0,0,0
vermin People like you should be banned 💩,41,8,1,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to your country 😭,25,6,1,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Religious terrorists heretic,28,3,0,0,0,0,0,0,1,0
heret!c cultist,15,2,0,0,0,0,0,0,1,0
kill yourself Sleep with one eye open 🤡,39,8,1,0,0,1,0,0,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
slut whore,10,2,0,0,0,0,0,1,0,0
heretic Religious terrorists 😂,30,4,1,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Sleep with one eye open 💩,25,6,1,0,0,1,0,0,0,0
Sleep with one eye open 💩,25,6,1,0,0,1,0,0,0,0
Go back to your country 😂,25,6,1,0,0,0,0,0,0,1
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
who1e,5,1,0,0,0,0,0,1,0,0
I know where you live Sleep with one eye open 😭,47,11,1,0,0,1,0,0,0,0
subhuman People like you should be banned 😭,43,8,1,0,0,0,1,0,0,0
Typical behavior for y1ur gender whore,38,6,0,0,0,0,0,1,0,0
People like you s1ould be banned,32,6,0,0,0,0,1,0,0,0
whore Make me a sandwich,24,5,0,0,0,0,0,1,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
kill yourself I'll ruin your life 💩,35,7,1,0,0,1,0,0,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
Absolute waste of oxygen worthless,34,5,0,0,1,0,0,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
Typical behavior for your gender 😂,34,6,1,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Absolute waste of oxygen 🤡,26,5,1,0,1,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Typical behavior for your gender whore,38,6,0,0,0,0,0,1,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
failure Your existence is a mistake 😭,37,7,1,0,1,0,0,0,0,0
immigrant trash 💩,17,3,1,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
slut 🤡,6,2,1,0,0,0,0,1,0,0
vermin People like you should be banned,39,7,0,0,0,0,1,0,0,0
subhuman 🖕,10,2,1,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash Go back to your country 💩,41,8,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
whore Make me a sandwich 🖕,26,6,1,0,0,0,0,1,0,0
Make me a sandwich,18,4,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
People like you should be banned 😭,34,7,1,0,0,0,1,0,0,0
whore slut,10,2,0,0,0,0,0,1,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
I know where you live I'll ruin your life 🖕,43,10,1,0,0,1,0,0,0,0
Go back to your country 🤡,25,6,1,0,0,0,0,0,0,1
Go back to where you came from 😭,32,8,1,0,0,0,1,0,0,0
Typical behavior for your gender slut,37,6,0,0,0,0,0,1,0,0
immig?ant trash Go back to y1ur country,39,7,0,0,0,0,0,0,0,1
worthless,9,1,0,0,1,0,0,0,0,0
cultist Religious terrorists,28,3,0,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Make me a sandwich,18,4,0,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
immigrant trash 💩,17,3,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Your existence is a mistake You're a pathetic loser,51,9,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Make me a sandwich Typical behavior for your gender,51,9,0,0,0,0,0,1,0,0
Braindead moron clown,21,3,0,0,1,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
cultist Religious terrorists,28,3,0,0,0,0,0,0,1,0
Go back to your coun!ry 😂,25,6,1,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to your country immigrant trash 😂,41,8,1,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Absolute waste of oxygen,24,4,0,0,1,0,0,0,0,0
clown Your existence is a mistake,33,6,0,0,1,0,0,0,0,0
heretic 😭,9,2,1,0,0,0,0,0,1,0
Braindead moron clown,21,3,0,0,1,0,0,0,0,0
failure Braindead moron 🤡,25,4,1,0,1,0,0,0,0,0
clown 😭,7,2,1,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
slut Typical behavior for your gender,37,6,0,0,0,0,0,1,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash 😭,17,3,1,0,0,0,0,0,0,1
Go back to your country,23,5,0,0,0,0,0,0,0,1
Braindead moron clown,21,3,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
immigrant trash Go back to y!ur country 😂,41,8,1,0,0,0,0,0,0,1
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
Make me a sandwich Typical behavior for your gender,51,9,0,0,0,0,0,1,0,0
